CONCEPT_ROOT_NODE,artifact,unit,idea,message,discussion,file,consumer_durable,reason,advice,opinion,storage_device,topic,government,attribute,moment,money,wall_socket,coins,pointer,method,instrumentality,illness,book,line,telecom,electrical_engineering,connector,fastener,communicator,cabling,device,deploy,adapt,compatibility,publication,machine,look,layer,wall,history,narrative,evidence,data,indication,group,quantity,equipment,digital,films,entertainment,motion_pictures,ld,sacd,optical_disc,parachute,utility,carry,hike,loop,aid,impurity,fluid,throw,particulate,diffuse,sort,isolate,sift,filtration,vibration,dissolved,signal,frequencies,electronic_equipment,clearness,otherwise,or,ostracise,separate,else,another,something_else,unfamiliar,different,second,apart,state,gathering,stronghold,extent,material,patch,code,company,site,service,effortlessness,project,imperfection,insect,chemical,thinking,repairing,open_source,programming,padding,block,expert,household_durables,barrier,product,transfer,install,upload,network,wavelength,illumination,oppression,importance,heavy,release,egress,liveliness,magnitude,non_ionizing_radiation,container,resuscitator,inanimate_object,item,implement,housewares,display,translucence,software,template,extension,condiment,page,spread,stare,sheet,leaf,disc,burdock,root,document,inspiration,protrusion,side,support,leader,loud,talker,human,talking,utterance,vocalizing,speaking,loudspeaker,speech,reproducer,speaks,stereos,proceeding,speak,component,frequency,shape,magazine,baggage,wrapping,paper,means,contraceptive,brand,legislator,vehicle,motor_vehicle,examination,work,following,decoration,coupler,lamping,furnishings,emission,programming_language,wamp,lights,sights,slice,part,segment,constituent,thing,section,object,tracker,plan,case,constitution,fact,cellulose,ibo,enterprise,sheets,pages,writing,pen,fabric,textile,text,peripheral,carbon,scissors,article,performer,acoustic_guitarist,classical_guitarist,guitarist,musician,collector,amateur,gain,attack,port,weaponry,headphone,pedal,visual_communication,recording,region,tableware,breakable,binoculars,magnifier,eyes,receive,electronic_component,phone,organism,person,perceiving,plaything,bedclothes,system,physical_activity,appendage,susceptibility,modulate,tv,transmit,electronic,amplifies,incitement,feet,framework,bipod,holder,three,positioning,configuring,base,monopod,stabilizing,legged,three_legged,stamina,occupation,convertor,convert,ornament,ware,eating_utensil,utensil,bearings,wheeled_vehicle,transportation,bike,headphones,headgear,earphones,ounces,coat,shell,clothes,blouses,conduit,manifold,sleave,lap,extremity,armrest,cli,situation,computer_hardware,consumer_electronics,widget,cavalry,charges,indefinite_quantity,destrier,weapon,conduction,warhorse,spectacles,eyeglasses,goods,converge,convex,clarity,ordering,mapping,repeat,tuple,beginning,plate,cylinder,circle,collection,travel,route,journey,course,power,play,fretted,musical_instrument,rope,plectrum,lute,soundboard,instrument,neck,interpretation,ease,maintenance,possession,accumulation,repository,shelves,fiction,fantasies,literature,public,schools,shop,borrow,sharpen,cutter,stab,stalk,athame,plug,variables,buttons,regulate,measure,non_existent,remote,measuring_stick,rule,restraint,mechanism,discipline,operate,in_charge,taking_care_of,administration,medication,under,strip,boundary,wood,woodwork,resource,available,availability,ga,element,enough,request,substitute,furnish,deficiency,equip,provide,providing,supple,pictures,photographer,picture,investment,thin,ikon,photographic_equipment,authorization,allow,credential,freedom,permit,statement,sympathy,acquiring,acknowledgment,authorize,punishment,training,activity,use,education,doctrine,exercising,aptitude,ability,facility,avowal,learning,upbringing,belief,switcher,carriage,semigroup,extend,quick_draw,peptide,substance,filler,traveler,athlete,structure,financials,relative,handbook,clergyman,professional,surface,religion,jurisdiction,building,profession,communicating,academic,presiding_officer,address,stop,position,lection,slanted,quality,film,reels,movie_theaters,theaters,optical,acquaintance,imagination,attendance,judgment,creation,treatment,consciousness,believing,knowing,contact,orientation,affectation,due_process,seen,organ,feature,cognition,happening,see,seeing,visual,perception,connection,job,organization
artifact,instrumentality,article,thing,device,decoration,weapon
unit,instrumentality,charger,company,team,group
idea,concept,plan,impression,meaning
message,statement,proposal,information,broadcast
discussion,argument,conference
file,case,download
consumer_durable,baggage,clothing,furniture,computer_hardware,gun,jewelry,headset,casing,model,tool,weapon_system,real_estate
reason,indication
advice,indication
opinion,idea,judgment
storage_device,box,envelope,desk,casing
topic,area
government,state
attribute,state
moment,time
money,time
wall_socket,point
coins,money
pointer,handle
method,system
instrumentality,container,system,device,equipment,connection,connector,implement,means
illness,condition
book,method,cover,notebook,library,bible
line,cord,rope
telecom,broadcasting
electrical_engineering,telecommunication
connector,hook,clamp
fastener,catch
communicator,broadcaster,announcer,articulator
cabling,cable
device,mount,adapter,camera,mechanism,computer_hardware,instrument,implement,controller,conductor,transmitter,converter,headset,keyboard,machine,charger,tool,medical_device,projector
deploy,mount
adapt,adapter
compatibility,adapter,agreement
publication,book,magazine,periodical,collection
machine,computer,printer,lever
look,view
layer,wall,surface
wall,window,fence,bracket
history,background,past
narrative,history
evidence,argument,record
data,information,drive,video
indication,evidence
group,collection,team
quantity,product
equipment,photographic_equipment,electronic_equipment,backpack,material
digital,dvd
films,movies
entertainment,movies,show
motion_pictures,movies
ld,dvd
sacd,dvd
optical_disc,dvd
parachute,backpack
utility,instrumentality,use
carry,backpack
hike,backpack
loop,belt
aid,support
impurity,filter
fluid,filtrate,filter,gas
throw,pass,pitch
particulate,filter
diffuse,filter,gobo
sort,filter
isolate,filter
sift,filter
filtration,filter
vibration,sound
dissolved,filter
signal,filter,transmitter,recording
frequencies,filter
electronic_equipment,amplifier,lens,monitor,peripheral,terminal
clearness,translucence
otherwise,other
or,other
ostracise,other
separate,other
else,other
another,other
something_else,other
unfamiliar,other
different,other
second,other
apart,other
state,region,condition,situation,status
gathering,table,assembly,meeting,room
stronghold,hold
extent,coverage
material,copy,plastic,paper
patch,software
code,software
company,service
site,facility
service,utility,facility
effortlessness,facility
project,program,enterprise,projector
imperfection,defect
insect,bug
chemical,product
thinking,problem_solving
repairing,debugging
open_source,software
programming,software
padding,pad
block,pad
expert,calculator
household_durables,consumer_electronics
barrier,bar
product,electronic_component,computer_hardware
transfer,download
install,download
upload,download
network,download
wavelength,light
illumination,light,lamp
oppression,weight
importance,weight
heavy,light
release,emission
egress,emission
liveliness,energy
magnitude,intensity
non_ionizing_radiation,electromagnetic_radiation
container,case,bag,box,compartment,package,wheeled_vehicle,vessel,glass
resuscitator,bag
inanimate_object,artifact,paper,gas
item,piece
implement,utensil,sharpener,tool
housewares,utensil
display,monitor,screen,spectacle
translucence,lens,screen
software,program,license
template,gobo
extension,spread
condiment,spread
page,spread,paper
spread,radiation
stare,glare
sheet,leaf,paper
leaf,page
disc,gobo
burdock,gobo
root,taproot
document,source,image
inspiration,source
protrusion,fixture,appendage
side,bracket,top
support,hanger,bracket,maintenance
leader,chairperson,presiding_officer
loud,speaker
talker,speaker
human,person
talking,speaker,speaking
utterance,speaking,speech
vocalizing,speaking
speaking,speech,speaker
loudspeaker,speaker,woofer,tweeter
speech,talking,speaker,discussion
reproducer,stereo
speaks,speaker
stereos,speaker
proceeding,hearing
speak,speaker
component,audio,module
frequency,audio
shape,cube
magazine,ace,pulp
baggage,bag,knapsack
wrapping,envelope
paper,card,parchment,linen,sheet
means,instrument
contraceptive,intrauterine_device
brand,badge
legislator,whip
vehicle,car,wheeled_vehicle
motor_vehicle,car
examination,search
work,operation
following,pursuit
decoration,interior_decoration,adornment
coupler,switch
lamping,lamp
furnishings,furniture
emission,radiation,discharge
programming_language,php
wamp,lamp
lights,lamp
sights,gunsight
slice,section
part,component,slice,section,segment,unit,piece,appendage,hub
segment,section
constituent,object
thing,part,object
section,part,article,passage
object,part
tracker,module
plan,project
case,baggage,piece,sleeve
constitution,structure
fact,reason,case
cellulose,pulp
ibo,periodical
enterprise,business
sheets,paper
pages,paper
writing,paper,printing,notation
pen,paper
fabric,linen,print,cord
textile,cloth
text,copy,line
peripheral,printer,controller
carbon,graphite
scissors,paper
article,ware,feature,paper
performer,musician
acoustic_guitarist,guitarist
classical_guitarist,guitarist
guitarist,musician,guitar
